bioguide,date,sens,cause,n
D000191,2017-04-20,disparue,nom,5
D000191,2018-04-25,apparue,nom,18
D000191,2018-04-25,disparue,nom,19
D000191,2019-05-08,apparue,nom,2
D000191,2019-05-08,disparue,nom,3
D000191,2020-07-28,apparue,nom,4
D000191,2020-07-28,disparue,nom,7
D000191,2021-07-31,apparue,nom,1
D000191,2021-07-31,disparue,nom,2
D000191,2022-04-18,apparue,nom,5
D000191,2022-04-18,disparue,nom,10
D000191,2022-04-18,disparue,residuel,1
D000197,2016-07-26,apparue,nom,32
D000197,2016-07-26,disparue,nom,23
D000197,2017-08-03,apparue,nom,28
D000197,2017-08-03,disparue,nom,31
D000197,2018-08-09,apparue,nom,33
D000197,2018-08-09,disparue,nom,35
D000197,2019-08-02,apparue,nom,8
D000197,2019-08-02,disparue,nom,7
D000197,2020-05-26,apparue,nom,12
D000197,2020-05-26,disparue,nom,18
D000197,2021-07-26,apparue,nom,7
D000197,2021-07-26,disparue,nom,5
D000197,2022-06-06,apparue,nom,9
D000197,2022-06-06,disparue,nom,5
D000197,2022-06-06,disparue,residuel,1
D000197,2023-06-14,apparue,nom,7
D000197,2023-06-14,apparue,residuel,1
D000197,2023-06-14,disparue,nom,9
D000197,2023-06-14,disparue,residuel,7
D000197,2024-06-10,apparue,nom,2
D000197,2024-06-10,disparue,nom,3
D000197,2024-06-10,disparue,residuel,4
D000197,2025-06-10,apparue,nom,2
D000197,2025-06-10,apparue,premiere,1
D000197,2025-06-10,disparue,nom,2
D000197,2025-06-10,disparue,residuel,2
D000216,2016-05-16,apparue,residuel,1
D000216,2016-05-16,disparue,nom,1
D000216,2017-05-15,apparue,nom,2
D000216,2017-05-15,disparue,nom,5
D000216,2018-05-09,apparue,nom,7
D000216,2018-05-09,disparue,nom,8
D000216,2019-06-13,disparue,nom,1
D000216,2021-07-30,apparue,nom,4
D000216,2021-07-30,disparue,nom,4
D000216,2022-05-16,apparue,nom,4
D000216,2022-05-16,disparue,nom,4
D000216,2022-05-16,disparue,residuel,1
D000216,2024-05-15,apparue,nom,1
D000216,2024-05-15,disparue,nom,4
D000216,2024-05-15,disparue,residuel,1
D000230,2016-01-13,apparue,nom,1
D000230,2016-01-13,disparue,nom,2
D000230,2016-09-20,apparue,nom,1
D000230,2016-09-20,apparue,premiere,1
D000230,2016-09-20,disparue,nom,1
D000230,2020-01-01,apparue,nom,15
D000230,2020-01-01,apparue,premiere,20
D000230,2020-01-01,disparue,nom,1
D000230,2020-01-01,disparue,residuel,1
D000230,2020-06-26,disparue,nom,1
D000230,2021-03-25,apparue,nom,1
D000230,2021-03-25,disparue,nom,8
D000230,2021-03-25,disparue,residuel,1
D000230,2023-08-13,apparue,nom,1
D000230,2023-08-13,disparue,nom,7
D000230,2023-08-13,disparue,type_photo,19
D000230,2024-07-12,apparue,nom,2
D000230,2024-07-12,disparue,nom,1
D000230,2026-05-16,apparue,nom,1
D000230,2026-05-16,disparue,nom,1
D000399,2016-07-15,apparue,nom,4
D000399,2016-07-15,apparue,premiere,1
D000399,2016-07-15,apparue,residuel,7
D000399,2016-07-15,disparue,nom,4
D000399,2016-07-15,disparue,residuel,7
D000399,2017-07-31,apparue,nom,2
D000399,2017-07-31,apparue,premiere,1
D000399,2017-07-31,apparue,residuel,1
D000399,2017-07-31,disparue,residuel,12
D000399,2018-07-16,apparue,nom,21
D000399,2018-07-16,apparue,premiere,5
D000399,2018-07-16,apparue,residuel,1
D000399,2018-07-16,disparue,nom,30
D000399,2018-07-16,disparue,residuel,3
D000399,2019-07-17,apparue,nom,2
D000399,2019-07-17,apparue,premiere,1
D000399,2019-07-17,apparue,residuel,6
D000399,2019-07-17,disparue,nom,1
D000399,2019-07-17,disparue,residuel,5
D000399,2020-08-04,apparue,nom,1
D000399,2020-08-04,apparue,premiere,7
D000399,2020-08-04,apparue,residuel,4
D000399,2020-08-04,disparue,nom,9
D000399,2020-08-04,disparue,residuel,9
D000399,2021-08-06,apparue,nom,1
D000399,2021-08-06,apparue,premiere,3
D000399,2021-08-06,apparue,residuel,2
D000399,2021-08-06,disparue,nom,2
D000399,2021-08-06,disparue,residuel,7
D000399,2022-08-11,apparue,nom,4
D000399,2022-08-11,apparue,residuel,5
D000399,2022-08-11,disparue,nom,3
D000399,2022-08-11,disparue,residuel,9
D000399,2023-07-27,apparue,nom,1
D000399,2023-07-27,apparue,premiere,2
D000399,2023-07-27,apparue,residuel,3
D000399,2023-07-27,disparue,nom,1
D000399,2023-07-27,disparue,residuel,2
D000399,2024-08-02,apparue,nom,24
D000399,2024-08-02,apparue,residuel,4
D000399,2024-08-02,disparue,nom,3
D000399,2024-08-02,disparue,residuel,21
D000399,2025-08-12,apparue,nom,3
D000399,2025-08-12,apparue,premiere,9
D000399,2025-08-12,apparue,residuel,7
D000399,2025-08-12,disparue,nom,15
D000399,2025-08-12,disparue,residuel,9
D000482,2018-05-08,apparue,nom,6
D000482,2018-05-08,apparue,premiere,1
D000482,2018-05-08,disparue,nom,3
D000482,2019-05-14,apparue,nom,41
D000482,2019-05-14,disparue,nom,8
D000482,2020-08-04,apparue,nom,30
D000482,2020-08-04,disparue,nom,22
D000482,2020-08-04,disparue,residuel,1
D000482,2021-08-04,apparue,nom,32
D000482,2021-08-04,disparue,nom,35
D000482,2022-05-13,apparue,nom,45
D000482,2022-05-13,disparue,nom,41
D000482,2023-02-15,apparue,nom,32
D000482,2023-02-15,disparue,nom,25
D000530,2022-05-16,apparue,nom,12
D000530,2022-05-16,apparue,premiere,8
D000530,2022-05-16,disparue,nom,20
D000530,2022-05-16,disparue,residuel,3
D000530,2023-05-15,apparue,nom,40
D000530,2023-05-15,apparue,premiere,4
D000530,2023-05-15,apparue,type_photo,8
D000530,2023-05-15,disparue,nom,33
D000530,2023-05-15,disparue,type_photo,10
D000530,2024-08-12,apparue,nom,27
D000530,2024-08-12,apparue,premiere,3
D000530,2024-08-12,apparue,type_photo,11
D000530,2024-08-12,disparue,nom,44
D000530,2024-08-12,disparue,type_photo,18
D000530,2025-04-25,apparue,nom,30
D000530,2025-04-25,apparue,residuel,1
D000530,2025-04-25,disparue,nom,15
D000530,2025-04-25,disparue,residuel,11
D000533,2016-05-16,apparue,nom,8
D000533,2016-05-16,disparue,nom,8
D000533,2016-05-16,disparue,residuel,4
D000533,2017-05-12,apparue,nom,8
D000533,2017-05-12,apparue,residuel,1
D000533,2017-05-12,disparue,nom,7
D000533,2018-05-15,apparue,nom,4
D000533,2018-05-15,disparue,nom,8
D000533,2018-05-15,disparue,residuel,1
D000533,2019-01-30,apparue,nom,4
D000533,2019-01-30,disparue,nom,7
D000594,2024-08-13,apparue,nom,11
D000594,2024-08-13,disparue,nom,7
D000594,2025-08-13,apparue,nom,5
D000594,2025-08-13,apparue,premiere,1
D000594,2025-08-13,disparue,nom,6
D000594,2026-02-04,apparue,nom,6
D000594,2026-02-04,apparue,premiere,23
D000594,2026-02-04,disparue,nom,18
D000594,2026-02-04,disparue,type_photo,1
D000594,2026-05-25,apparue,nom,18
D000594,2026-05-25,apparue,premiere,1
D000594,2026-05-25,apparue,type_photo,1
D000594,2026-05-25,disparue,nom,6
D000594,2026-05-25,disparue,type_photo,23
D000594,2026-06-13,apparue,nom,6
D000594,2026-06-13,apparue,type_photo,23
D000594,2026-06-13,disparue,nom,18
D000594,2026-06-13,disparue,type_photo,2
D000598,2016-05-12,apparue,nom,6
D000598,2016-05-12,apparue,premiere,3
D000598,2016-05-12,disparue,nom,6
D000598,2016-05-12,disparue,residuel,3
D000598,2016-08-16,apparue,nom,3
D000598,2016-08-16,disparue,nom,35
D000598,2016-08-16,disparue,type_photo,11
D000598,2017-05-08,apparue,nom,27
D000598,2017-05-08,apparue,premiere,2
D000598,2017-05-08,apparue,type_photo,9
D000598,2017-05-08,disparue,nom,3
D000598,2017-05-08,disparue,type_photo,2
D000598,2018-05-11,apparue,nom,23
D000598,2018-05-11,apparue,premiere,1
D000598,2018-05-11,apparue,residuel,4
D000598,2018-05-11,disparue,nom,25
D000598,2018-05-11,disparue,residuel,4
D000598,2019-05-15,apparue,premiere,3
D000598,2019-05-15,apparue,residuel,2
D000598,2019-05-15,disparue,nom,6
D000598,2019-05-15,disparue,residuel,7
D000598,2020-08-07,apparue,premiere,3
D000598,2020-08-07,apparue,residuel,2
D000598,2020-08-07,disparue,nom,1
D000598,2020-08-07,disparue,residuel,8
D000598,2021-01-26,apparue,nom,4
D000598,2021-01-26,apparue,premiere,4
D000598,2021-01-26,apparue,type_photo,3
D000598,2021-01-26,disparue,nom,8
D000598,2021-01-26,disparue,type_photo,6
D000600,2016-05-13,apparue,nom,5
D000600,2016-05-13,apparue,premiere,6
D000600,2017-05-08,apparue,nom,1
D000600,2018-05-15,apparue,nom,7
D000600,2018-05-15,apparue,residuel,1
D000600,2018-05-15,disparue,nom,7
D000600,2018-05-15,disparue,residuel,1
D000600,2019-04-29,disparue,residuel,2
D000600,2021-08-09,apparue,nom,1
D000600,2022-05-11,disparue,nom,1
D000600,2022-05-11,disparue,residuel,1
D000600,2023-05-03,apparue,nom,1
D000600,2023-05-03,disparue,nom,1
D000604,2016-08-03,apparue,nom,1
D000604,2016-08-03,apparue,residuel,1
D000604,2016-08-03,disparue,nom,2
D000604,2016-08-03,disparue,residuel,1
D000604,2017-07-28,apparue,nom,3
D000604,2017-07-28,disparue,nom,3
D000604,2017-07-28,disparue,residuel,1
D000604,2018-05-07,apparue,nom,19
D000604,2018-05-07,apparue,premiere,6
D000604,2018-05-07,disparue,nom,35
D000610,2016-05-16,apparue,nom,25
D000610,2016-05-16,disparue,nom,32
D000610,2017-06-14,apparue,nom,27
D000610,2017-06-14,apparue,premiere,1
D000610,2017-06-14,disparue,nom,22
D000610,2018-08-10,apparue,nom,37
D000610,2018-08-10,disparue,nom,39
D000610,2019-08-04,apparue,nom,10
D000610,2019-08-04,disparue,nom,12
D000610,2020-08-13,apparue,nom,7
D000610,2020-08-13,disparue,nom,2
D000610,2020-08-13,disparue,residuel,5
D000610,2021-08-11,apparue,nom,4
D000610,2021-08-11,apparue,premiere,1
D000610,2021-08-11,disparue,nom,12
D000610,2021-08-11,disparue,residuel,1
D000610,2022-08-12,apparue,nom,5
D000610,2022-08-12,apparue,residuel,1
D000610,2022-08-12,disparue,nom,7
D000610,2022-08-12,disparue,residuel,2
D000610,2023-01-27,apparue,nom,3
D000610,2023-01-27,disparue,nom,4
D000612,2016-08-03,apparue,nom,9
D000612,2016-08-03,apparue,premiere,1
D000612,2016-08-03,disparue,nom,20
D000612,2017-07-31,apparue,nom,2
D000612,2017-07-31,disparue,nom,2
D000612,2018-05-15,apparue,nom,7
D000612,2018-05-15,disparue,nom,6
D000612,2019-04-26,apparue,nom,2
D000612,2019-04-26,disparue,nom,2
D000613,2015-05-15,apparue,nom,13
D000613,2015-05-15,apparue,premiere,15
D000613,2015-05-15,disparue,nom,28
D000613,2015-05-15,disparue,type_photo,1
D000613,2016-05-16,apparue,nom,6
D000613,2016-05-16,apparue,premiere,4
D000613,2016-05-16,disparue,nom,8
D000613,2016-05-16,disparue,type_photo,3
D000613,2017-02-08,apparue,nom,6
D000613,2017-02-08,apparue,premiere,8
D000613,2017-02-08,apparue,type_photo,1
D000613,2017-02-08,disparue,nom,9
D000613,2017-02-08,disparue,type_photo,1
D000614,2016-08-29,apparue,nom,3
D000614,2016-08-29,disparue,nom,3
D000614,2017-07-31,apparue,nom,6
D000614,2017-07-31,apparue,premiere,2
D000614,2018-07-10,apparue,nom,8
D000614,2018-07-10,disparue,nom,9
D000614,2018-07-10,disparue,residuel,2
D000614,2019-08-12,apparue,nom,5
D000614,2019-08-12,apparue,premiere,1
D000614,2019-08-12,disparue,nom,5
D000614,2019-10-17,apparue,nom,8
D000614,2019-10-17,disparue,nom,4
D000614,2019-10-17,disparue,type_photo,1
D000615,2016-04-28,apparue,nom,3
D000615,2016-04-28,disparue,nom,3
D000615,2017-05-05,apparue,nom,4
D000615,2017-05-05,disparue,nom,7
D000615,2017-05-05,disparue,residuel,1
D000615,2018-05-21,apparue,nom,13
D000615,2018-05-21,apparue,premiere,3
D000615,2018-05-21,disparue,nom,13
D000615,2019-05-15,apparue,nom,1
D000615,2019-05-15,disparue,nom,3
D000615,2019-05-15,disparue,residuel,3
D000615,2020-08-04,apparue,nom,1
D000615,2020-08-04,disparue,residuel,1
D000615,2021-08-06,apparue,nom,1
D000615,2021-08-06,disparue,nom,2
D000615,2022-07-28,apparue,nom,3
D000615,2022-07-28,disparue,nom,6
D000615,2022-07-28,disparue,residuel,1
D000615,2023-07-27,apparue,nom,1
D000615,2023-07-27,apparue,residuel,2
D000615,2023-07-27,disparue,nom,2
D000615,2024-05-23,apparue,nom,3
D000615,2024-05-23,disparue,nom,6
D000615,2024-05-23,disparue,residuel,1
D000615,2025-01-22,apparue,nom,2
D000615,2025-01-22,apparue,type_photo,1
D000615,2025-01-22,disparue,nom,4
D000616,2016-08-05,disparue,nom,2
D000616,2016-08-05,disparue,residuel,1
D000616,2017-05-04,apparue,nom,7
D000616,2017-05-04,apparue,residuel,1
D000616,2017-05-04,disparue,nom,8
D000616,2018-05-14,apparue,nom,7
D000616,2018-05-14,disparue,nom,7
D000616,2019-05-13,apparue,nom,1
D000616,2019-05-13,apparue,premiere,1
D000616,2019-05-13,disparue,residuel,1
D000616,2021-08-12,apparue,nom,4
D000616,2021-08-12,disparue,nom,2
D000616,2022-07-03,disparue,residuel,1
D000616,2023-06-23,apparue,nom,1
D000616,2023-06-23,disparue,nom,1
D000616,2024-08-06,apparue,nom,1
D000616,2024-08-06,disparue,nom,1
D000617,2016-05-16,apparue,nom,25
D000617,2016-05-16,apparue,premiere,4
D000617,2016-05-16,apparue,residuel,6
D000617,2016-05-16,disparue,nom,40
D000617,2016-05-16,disparue,residuel,7
D000617,2017-05-15,apparue,nom,17
D000617,2017-05-15,apparue,premiere,4
D000617,2017-05-15,apparue,residuel,8
D000617,2017-05-15,disparue,nom,29
D000617,2017-05-15,disparue,residuel,8
D000617,2018-05-15,apparue,nom,57
D000617,2018-05-15,apparue,residuel,1
D000617,2018-05-15,disparue,nom,66
D000617,2018-05-15,disparue,residuel,15
D000617,2019-05-15,apparue,nom,26
D000617,2019-05-15,disparue,nom,37
D000617,2020-08-10,apparue,nom,54
D000617,2020-08-10,apparue,residuel,2
D000617,2020-08-10,disparue,nom,74
D000617,2020-08-10,disparue,residuel,1
D000617,2021-08-06,apparue,nom,24
D000617,2021-08-06,disparue,nom,38
D000617,2021-08-06,disparue,residuel,1
D000617,2022-05-15,apparue,nom,31
D000617,2022-05-15,disparue,nom,43
D000617,2023-06-14,apparue,nom,51
D000617,2023-06-14,disparue,nom,112
D000617,2023-06-14,disparue,residuel,5
D000617,2024-06-20,apparue,nom,40
D000617,2024-06-20,apparue,premiere,13
D000617,2024-06-20,apparue,residuel,1
D000617,2024-06-20,disparue,nom,90
D000617,2025-05-15,apparue,nom,23
D000617,2025-05-15,apparue,premiere,1
D000617,2025-05-15,apparue,residuel,4
D000617,2025-05-15,disparue,nom,41
D000617,2025-05-15,disparue,residuel,3
D000617,2026-05-14,apparue,nom,22
D000617,2026-05-14,apparue,premiere,2
D000617,2026-05-14,apparue,residuel,6
D000617,2026-05-14,disparue,nom,48
D000617,2026-05-14,disparue,residuel,1
D000619,2016-05-13,apparue,nom,3
D000619,2016-05-13,disparue,nom,2
D000619,2017-05-25,apparue,nom,5
D000619,2017-05-25,disparue,nom,3
D000619,2018-05-14,apparue,nom,12
D000619,2018-05-14,disparue,nom,12
D000619,2019-05-09,apparue,nom,2
D000619,2019-05-09,disparue,nom,1
D000619,2020-07-02,apparue,nom,11
D000619,2020-07-02,disparue,nom,6
D000619,2022-05-16,apparue,nom,15
D000619,2022-05-16,disparue,nom,4
D000619,2023-01-14,apparue,nom,1
D000619,2023-01-14,disparue,nom,1
D000620,2016-08-12,apparue,nom,72
D000620,2016-08-12,apparue,premiere,2
D000620,2016-08-12,apparue,residuel,12
D000620,2016-08-12,disparue,nom,86
D000620,2016-08-12,disparue,residuel,11
D000620,2017-08-11,apparue,nom,65
D000620,2017-08-11,apparue,premiere,3
D000620,2017-08-11,apparue,residuel,15
D000620,2017-08-11,disparue,nom,74
D000620,2017-08-11,disparue,residuel,16
D000620,2018-08-13,apparue,nom,52
D000620,2018-08-13,apparue,premiere,3
D000620,2018-08-13,apparue,residuel,13
D000620,2018-08-13,disparue,nom,87
D000620,2018-08-13,disparue,residuel,12
D000620,2024-02-22,apparue,nom,118
D000620,2024-02-22,apparue,premiere,32
D000620,2024-02-22,apparue,type_photo,5
D000620,2024-02-22,disparue,nom,138
D000620,2024-02-22,disparue,type_photo,30
D000620,2025-02-25,apparue,nom,7
D000620,2025-02-25,apparue,premiere,1
D000620,2025-02-25,apparue,residuel,2
D000620,2025-02-25,disparue,nom,4
D000620,2025-02-25,disparue,residuel,6
D000620,2025-08-13,apparue,nom,18
D000620,2025-08-13,apparue,premiere,4
D000620,2025-08-13,apparue,type_photo,2
D000620,2025-08-13,disparue,nom,21
D000620,2025-08-13,disparue,type_photo,8
D000621,2018-05-15,apparue,nom,3
D000621,2018-05-15,disparue,nom,2
D000621,2018-10-31,apparue,nom,3
D000621,2018-10-31,disparue,nom,3
D000621,2018-10-31,disparue,type_photo,2
D000622,2016-05-11,apparue,nom,3
D000622,2016-05-11,apparue,premiere,3
D000622,2016-05-11,apparue,residuel,1
D000622,2016-05-11,disparue,nom,3
D000622,2016-05-11,disparue,residuel,1
D000623,2016-05-16,apparue,nom,1
D000623,2016-05-16,apparue,premiere,1
D000623,2016-05-16,disparue,nom,3
D000623,2018-05-15,apparue,nom,2
D000623,2018-05-15,disparue,nom,3
D000623,2019-05-10,apparue,nom,1
D000623,2021-07-21,disparue,nom,1
D000623,2022-05-16,apparue,nom,1
D000623,2022-05-16,disparue,nom,1
D000623,2022-05-16,disparue,residuel,1
D000623,2024-05-06,apparue,nom,1
D000623,2024-05-06,disparue,nom,1
D000624,2015-05-15,apparue,nom,64
D000624,2015-05-15,apparue,premiere,5
D000624,2015-05-15,apparue,type_photo,2
D000624,2015-05-15,disparue,nom,46
D000624,2015-05-15,disparue,type_photo,7
D000624,2016-05-16,apparue,nom,40
D000624,2016-05-16,apparue,premiere,4
D000624,2016-05-16,apparue,type_photo,3
D000624,2016-05-16,disparue,nom,67
D000624,2016-05-16,disparue,type_photo,30
D000624,2017-05-12,apparue,nom,24
D000624,2017-05-12,apparue,premiere,37
D000624,2017-05-12,apparue,residuel,4
D000624,2017-05-12,disparue,nom,37
D000624,2017-05-12,disparue,residuel,11
D000624,2018-05-15,apparue,nom,30
D000624,2018-05-15,apparue,premiere,4
D000624,2018-05-15,apparue,residuel,17
D000624,2018-05-15,disparue,nom,31
D000624,2018-05-15,disparue,residuel,11
D000624,2019-05-14,apparue,nom,19
D000624,2019-05-14,apparue,premiere,4
D000624,2019-05-14,apparue,residuel,13
D000624,2019-05-14,disparue,nom,24
D000624,2019-05-14,disparue,residuel,19
D000624,2020-08-13,apparue,nom,18
D000624,2020-08-13,apparue,premiere,6
D000624,2020-08-13,apparue,residuel,9
D000624,2020-08-13,disparue,nom,23
D000624,2020-08-13,disparue,residuel,24
D000624,2021-07-29,apparue,nom,14
D000624,2021-07-29,apparue,premiere,5
D000624,2021-07-29,apparue,residuel,10
D000624,2021-07-29,disparue,nom,20
D000624,2021-07-29,disparue,residuel,30
D000624,2022-05-16,apparue,nom,10
D000624,2022-05-16,apparue,premiere,4
D000624,2022-05-16,apparue,residuel,22
D000624,2022-05-16,disparue,nom,16
D000624,2022-05-16,disparue,residuel,11
D000624,2023-05-15,apparue,nom,11
D000624,2023-05-15,apparue,premiere,1
D000624,2023-05-15,apparue,residuel,4
D000624,2023-05-15,disparue,nom,12
D000624,2023-05-15,disparue,residuel,14
D000624,2024-05-15,apparue,nom,15
D000624,2024-05-15,apparue,premiere,1
D000624,2024-05-15,apparue,residuel,2
D000624,2024-05-15,disparue,nom,13
D000624,2024-05-15,disparue,residuel,7
D000624,2025-05-14,apparue,nom,11
D000624,2025-05-14,apparue,premiere,1
D000624,2025-05-14,apparue,residuel,3
D000624,2025-05-14,disparue,nom,14
D000624,2025-05-14,disparue,residuel,6
D000624,2026-05-15,apparue,nom,11
D000624,2026-05-15,apparue,premiere,2
D000624,2026-05-15,apparue,residuel,7
D000624,2026-05-15,disparue,nom,9
D000624,2026-05-15,disparue,residuel,4
D000625,2016-05-13,apparue,nom,5
D000625,2016-05-13,apparue,premiere,1
D000625,2016-05-13,disparue,nom,2
D000625,2017-05-10,apparue,nom,1
D000625,2017-05-10,disparue,nom,1
D000625,2018-05-15,apparue,nom,8
D000625,2018-05-15,disparue,nom,8
D000625,2019-03-04,disparue,nom,1
D000626,2017-08-13,apparue,nom,2
D000626,2017-08-13,apparue,premiere,2
D000626,2017-08-13,disparue,nom,4
D000626,2018-08-14,apparue,nom,8
D000626,2018-08-14,apparue,residuel,1
D000626,2018-08-14,disparue,nom,9
D000626,2018-08-14,disparue,residuel,2
D000626,2019-05-12,apparue,nom,1
D000626,2019-05-12,apparue,premiere,2
D000626,2019-05-12,disparue,nom,1
D000626,2019-05-12,disparue,residuel,1
D000626,2020-08-15,apparue,nom,2
D000626,2020-08-15,apparue,premiere,1
D000626,2020-08-15,disparue,nom,5
D000626,2020-08-15,disparue,residuel,2
D000626,2021-08-13,apparue,nom,11
D000626,2021-08-13,apparue,residuel,1
D000626,2021-08-13,disparue,nom,4
D000626,2022-07-14,apparue,nom,2
D000626,2022-07-14,disparue,nom,3
D000626,2022-07-14,disparue,residuel,2
D000626,2024-08-12,apparue,nom,3
D000626,2024-08-12,apparue,premiere,4
D000626,2024-08-12,disparue,nom,2
D000626,2025-05-14,apparue,nom,1
D000626,2025-05-14,apparue,premiere,2
D000626,2025-05-14,disparue,nom,2
D000627,2016-06-15,apparue,nom,1
D000627,2017-05-14,apparue,nom,2
D000627,2017-05-14,disparue,nom,1
D000627,2018-08-13,apparue,nom,7
D000627,2018-08-13,disparue,nom,7
D000627,2019-05-15,apparue,nom,1
D000627,2020-08-13,disparue,nom,1
D000627,2021-08-13,apparue,nom,4
D000627,2021-08-13,disparue,nom,2
D000627,2022-08-13,apparue,nom,5
D000627,2022-08-13,apparue,premiere,3
D000627,2022-08-13,disparue,nom,4
D000627,2022-08-13,disparue,residuel,1
D000627,2023-03-01,apparue,premiere,2
D000627,2023-03-01,disparue,nom,1
D000627,2023-03-01,disparue,type_photo,2
D000628,2016-07-29,apparue,nom,6
D000628,2016-07-29,apparue,premiere,1
D000628,2016-07-29,disparue,nom,5
D000628,2016-07-29,disparue,residuel,2
D000628,2017-05-15,apparue,nom,11
D000628,2017-05-15,apparue,premiere,3
D000628,2017-05-15,apparue,type_photo,3
D000628,2017-05-15,disparue,nom,7
D000628,2017-05-15,disparue,type_photo,3
D000628,2018-08-13,apparue,nom,43
D000628,2018-08-13,apparue,premiere,1
D000628,2018-08-13,disparue,nom,41
D000628,2018-08-13,disparue,type_photo,29
D000628,2019-08-12,apparue,nom,12
D000628,2019-08-12,apparue,premiere,13
