last,first,suffix,state_district,n_depots,types,bioguide,match_method
Balint,Rebecca Becca,,VT00,3,CX,B001318,last_unique
Balkin,Alex,,CA50,1,C,,aucun_nom
Ball,Dan,,CA36,2,AC,,aucun_nom
Ball,Jody,,TN05,1,C,,aucun_nom
Ballard,Jack,,MT00,2,CX,,aucun_nom
Ballard,William Howard,IV,MO05,1,X,,aucun_nom
Ballinger,Jeffrey Daniel,,MA03,1,C,,aucun_nom
Ballock,Thomas,,,1,W,,aucun_nom
Ballock,Thomas,,IN04,1,C,,aucun_nom
Balow,Jillian,,WY00,1,X,,aucun_nom
Balter,Dana,,NY24,9,ACX,,aucun_nom
Bambenek,John Christian,,IL15,1,W,,aucun_nom
Bamezquita,Alberto,,TX20,1,D,,aucun_nom
Banach,David Michael,,MD02,2,CD,,aucun_nom
Bangstad,Kirk,,WI07,2,WX,,aucun_nom
Bankole,Yasmeen,,,2,W,,aucun_nom
Bankole,Yasmeen,,IL08,2,CX,,aucun_nom
Banks,Ashley,,IL02,2,DX,,etat_incoherent
Banks,James E Hon,,IN03,26,AEOPX,B001299,last_unique
Banks,James E.,,IN03,15,CHOPX,B001299,last_unique
Banks,James Paul,,NY27,2,D,,etat_incoherent
Banks,Subrina,,OK05,2,CX,,etat_incoherent
Banner,Michael Douglas,,ID01,1,D,,aucun_nom
Bansal,Krishna K.,,IL11,1,C,,aucun_nom
Bansil,Katie,,NJ06,1,C,,aucun_nom
Banuelos,Robert John,,CA48,2,D,,aucun_nom
Banweg,Chris,,OH13,2,C,,aucun_nom
Banyai,Cindy Lyn,,FL19,3,C,,aucun_nom
Banyas,Mickie Lou,,TN01,1,C,,aucun_nom
Baptiste,Crystal Shauna,,GA06,1,C,,aucun_nom
Barash,Yona,,CA07,2,C,,aucun_nom
Barbee,James Bob,,TX19,1,C,,aucun_nom
Barber,Ron,,AZ02,2,TX,B001279,exact
Barbosa,Jennifer,,CA28,2,CD,,aucun_nom
Barbour,Devan,,NC04,2,CX,,aucun_nom
Barca,Peter,,WI01,3,ACX,,aucun_nom
Barfield,Jillian,,AZ08,2,CD,,aucun_nom
Barfield,Jonathan,Jr,NC07,1,C,,aucun_nom
Barge,John D.,,GA14,1,C,,aucun_nom
Barham,Jerry,,MO05,2,C,,aucun_nom
Baricevic,Charles John,,IL12,3,CX,,aucun_nom
Barker,Guy Stuart,,OK02,2,CX,,aucun_nom
Barker,John,,NJ02,1,C,,aucun_nom
Barker,John,,NJ03,1,C,,aucun_nom
Barkley,Michael James,,CA10,5,CX,,aucun_nom
Barkley,Michael James Mr,,CA05,2,C,,aucun_nom
Barkley,Michael James Mr,,CA10,2,CD,,aucun_nom
Barletta,Lou,,PA11,21,AOPT,B001269,exact
Barlow,Dawn,,TN06,1,C,,aucun_nom
Barlow,Pamela Lee  Dvm,,TX13,2,CX,,aucun_nom
Barnes,Brice,,FL02,1,C,,aucun_nom
Barnes,Houston,,NC02,1,W,,aucun_nom
Barnes,John E.,Jr.,OH11,1,C,,aucun_nom
Barnes,Levy Q.,Jr.,TX14,3,CD,,aucun_nom
Barnes,Sanjanetta,,TX14,2,CX,,aucun_nom
Barnes,Thomas Gary,,AL04,2,CD,,aucun_nom
Barnes-Israel,Stu,,IN09,1,C,,aucun_nom
Barnett,Andre N.,,NY18,1,D,,aucun_nom
Barnett,Bryan K.,,MI08,1,W,,aucun_nom
Barnett,Charles Rand,,OR03,2,AC,,aucun_nom
Barnett,Kali,,KS/01,1,C,,aucun_nom
Barnett,Kali,,KS00,1,C,,aucun_nom
Barnett,Michaela,,TN02,6,CX,,aucun_nom
Barnette,Kathy,,PA04,1,C,,aucun_nom
Barney,Sean,,DE00,2,C,,aucun_nom
Barnhart,Rachel,,NY25,1,C,,aucun_nom
Barnitz,Frank A.,,MO08,2,CX,,aucun_nom
Barone,Roger Richard,,TX03,3,D,,aucun_nom
Baroness Von Behr,Irina,,AZ09,4,CD,,aucun_nom
Barr,Bob,,GA11,1,C,,etat_incoherent
Barr,Callie,,MI01,4,C,,etat_incoherent
Barr,"Garland ""Andy""",,KY06,25,AGOPX,B001282,prefixe
Barr,Kate,,NC14,1,C,,etat_incoherent
Barr,Robert,,,1,W,B001282,last_unique
Barr,Robert,,OH01,1,C,,etat_incoherent
Barr,Timothy,,GA10,3,CX,,etat_incoherent
Barragan,Nanette,,CA44,22,ACHOPX,B001300,exact
Barran,Antony,,WA03,2,C,,aucun_nom
Barrera,Delila,,IL09,1,D,,aucun_nom
Barrera,Raul (Roy),,TX27,1,C,,aucun_nom
Barresi,Janet,,OK05,2,C,,aucun_nom
Barresi,Peter Robert,,CT05,2,C,,aucun_nom
Barrett,Charles Daniel,,NC13,2,CX,,etat_incoherent
Barrett,Dana,,GA11,2,CX,,etat_incoherent
Barrett,James Kevin,,,1,W,B001321,last_unique
Barrett,Joseph Michael,,TN07,1,C,,etat_incoherent
Barrett,Michael,,AR04,4,CDW,,etat_incoherent
Barrett,Thomas More,,MI07,12,ACHX,B001321,last_unique
Barringer,Adam,,FL06,3,CX,,aucun_nom
Barringer,Paul,,NC13,2,CX,,aucun_nom
Barrington,Mark,,CO07,1,C,,aucun_nom
Barrios,Dan F.,,TX32,3,CX,,aucun_nom
Barrios Moreno,Darien D.,,KY03,2,C,,aucun_nom
Barris,Roger,,CO02,2,AC,,aucun_nom
Barron,Bill,,UT02,1,C,,aucun_nom
Barrow,John,,GA12,1,T,B001252,exact
Barry,Megan,,TN07,2,C,,aucun_nom
Barry,Sean Justin,,TX29,1,C,,aucun_nom
Barsoom,Raafat,,NJ07,1,D,,aucun_nom
Barsoom,Raafat,,NJ11,1,C,,aucun_nom
Barthelemy,Mykel Lynn,,GA06,2,C,,aucun_nom
Bartie,Thurman Bill,,TX14,1,C,,aucun_nom
Bartlett,John,,,1,W,B000208,last_unique
Bartlett,John,,NJ11,4,CDX,,etat_incoherent
Bartlett,Lisa,,CA49,1,C,,etat_incoherent
Bartlett,Richard,,,1,W,B000208,last_unique
Bartlett,Richard,,TX11,1,C,,etat_incoherent
Bartley,Lori Anita Mrs,,TX18,2,C,,aucun_nom
Barton,Joe,,TX06,11,AOTX,B000213,exact
Bartow,Dennis,,VA08,1,W,,aucun_nom
Barve,Gary,,FL23,2,CX,,aucun_nom
Barve,Kumar P Mr,,MD08,1,C,,aucun_nom
Barz,Michael Thomas,,IL05,1,W,,aucun_nom
Barzee Flores,Mary,,FL27,4,CX,,aucun_nom
Basaran,Alpaslan,,NJ09,2,C,,aucun_nom
Basham,Danny,,IN06,2,CD,,aucun_nom
Basler,Doug,,WA09,1,C,,aucun_nom
Basler,Douglas Michael,,WA09,4,C,,aucun_nom
Basora,Frangell,,NY15,1,D,,aucun_nom
Bass,Karen,,CA37,29,AOTX,B001270,exact
Bassile,Elias,,ME02,2,AC,,aucun_nom
Bassilian,Ron,,CA37,2,C,,aucun_nom
Batch,Brandon,,TX11,2,CX,,aucun_nom
Batchelor,Geni (Eugenia) Marie,,TN05,1,C,,aucun_nom
Batchelor,James Eric,,NC11,1,C,,aucun_nom
Bateman,Ben,,,1,W,,aucun_nom
Bates,Betsy,,TX08,1,D,,aucun_nom
Bateson,Regina,,CA04,2,C,,aucun_nom
Batie,Rontel,,FL05,1,C,,aucun_nom
Batiste,Belden Noonie Man,Sr.,LA02,1,D,,aucun_nom
Batsche,Christopher Michael,,MO07,1,C,,aucun_nom
Battista,Lisa,,CA10,1,C,,aucun_nom
Batts,Jason,,KY01,3,CX,,aucun_nom
Batu,David,,MI11,1,D,,aucun_nom
Baucum,Ralph W.,III,LA04,1,X,,aucun_nom
Baucum,Trey W.,III,LA04,1,C,,aucun_nom
Bauer,Mark Andrew,,TX24,4,ACD,,aucun_nom
Baugh,Scott,,CA47,4,CX,,aucun_nom
Baugh,Scott,,CA48,4,CWX,,aucun_nom
Baumgartner,Michael James,,WA05,3,CHO,B001322,prefixe
Bausinger,Melvin Lee,,TX23,1,C,,aucun_nom
Baxter,Ralph,,WV01,2,CX,,aucun_nom
Baxter,Tim,,NH01,3,CX,,aucun_nom
Beach,Brandon,,GA06,1,C,,aucun_nom
Beach,Carl,,WY00,1,D,,aucun_nom
Beach,Emily,,CA15,1,C,,aucun_nom
Beach-Ferrara,Jasmine,,NC11,6,ACX,,aucun_nom
Beagle,William D.,,OH08,2,CX,,aucun_nom
Beal,Brent,,TX01,4,CX,,aucun_nom
Beals,Jeffrey,,NY19,4,ACX,,aucun_nom
Bean,Aaron P.,,FL04,5,CHO,B001314,prefixe
Bean,Lydia,,TX06,1,C,,etat_incoherent
Bean,Melissa Luburich,,IL08,3,CX,,etat_incoherent
Beard,James,,KS01,1,C,,aucun_nom
Beardsley,Benjamin Ryan,,MD03,1,X,,aucun_nom
Beason,Scott,,AL06,1,C,,aucun_nom
Beatty,Arnetress,,GA05,3,CX,,etat_incoherent
Beatty,John,,VA10,3,AC,,etat_incoherent
Beatty,Joyce,,OH03,23,AOPX,B001281,exact
Beaubouef,Richard Quinton,,TX37,1,C,,aucun_nom
Beauregard,Pierre Voteau,,CA50,1,C,,aucun_nom
Becchi,Rosemary,,NJ07,1,C,,aucun_nom
Becchi,Rosemary,,NJ11,2,CX,,aucun_nom
Beccia,John,,MA06,3,CX,,aucun_nom
Becerra,Xavier,,CA34,8,AOTX,B000287,exact
Beck,Chris,,OR02,1,C,,aucun_nom
Beck,Gwendolyn,,VA08,1,C,,aucun_nom
Beck,Tobi,,IN04,3,AC,,aucun_nom
Becker,April,,NV03,5,ACX,,aucun_nom
Becker,Julie C.,,WI05,1,D,,aucun_nom
Becker,Matt,,FL13,1,C,,aucun_nom
Becker,Nina,,AZ07,1,C,,aucun_nom
Becker,Rick,,ND00,1,C,,aucun_nom
Beckett,Janice Castles,,OH10,1,C,,aucun_nom
Beckley,Michelle,,TX24,1,X,,aucun_nom
Beckstrand,Daniel,,UT04,1,C,,aucun_nom
Beckwith,David,,VA10,3,CX,,aucun_nom
Beckwith,Micah,,IN05,4,CX,,aucun_nom
Bedell,Carl,,VA07,1,C,,aucun_nom
Bedell,Eileen McNeil,,,1,W,,aucun_nom
Bedell,Eileen McNeil,,VA07,2,C,,aucun_nom
Bedolla,Mateo Morelos,,,1,W,,aucun_nom
Bedolla,Mateo Morelos,,CA10,1,D,,aucun_nom
Bedonie,Karen E.,,NM03,1,C,,aucun_nom
Bedsworth,Gabriella Michele,,,1,W,,aucun_nom
Bedsworth,Gabriella Michele,,VA05,1,D,,aucun_nom
Bedwell,Danny,,MS01,1,C,,aucun_nom
Beebe,Eric J.,,IN02,1,C,,aucun_nom
Beebe,Micah,,MO05,1,D,,aucun_nom
Beecher,Zach,,NJ11,3,CWX,,aucun_nom
Beehler,Michael E.,,KS03,1,C,,aucun_nom
Beers,Robert Lee,III,SC01,3,CW,,aucun_nom
Begich,Nicholas,III,AK00,13,CHPX,B001323,exact
Behn,Aftyn,,TN07,1,C,,aucun_nom
Beiler,Chet,,PA11,1,C,,aucun_nom
Beiler,Chet,,PA16,2,CX,,aucun_nom
Belatti,Della Au,,HI01,1,C,,aucun_nom
Belcher,Daniel Joseph,,OK05,1,D,,aucun_nom
Belgard,Aimee,,NJ03,1,C,,aucun_nom
Bell,Adrienne,,TX14,3,C,,etat_incoherent
Bell,Amanda H.,,WI06,3,CD,,etat_incoherent
Bell,Ashley,,NC10,1,C,,etat_incoherent
Bell,Douglas A.,,AL03,2,CD,,etat_incoherent
Bell,Douglas Anthony,,GA05,2,CD,,etat_incoherent
Bell,James Jerome,,OH11,4,CD,,etat_incoherent
Bell,Jarome,,VA02,4,ACD,,etat_incoherent
Bell,Jennifer Ann,,OH12,2,CD,,etat_incoherent
Bell,Wesley,,MO01,6,ACHOX,B001324,exact
Bellingham,Christopher,,CA25,1,D,,aucun_nom
Belnome,Joseph,,NJ11,1,C,,aucun_nom
Belote,Dave,,,1,W,,aucun_nom
Belote,Dave,,VA02,2,CX,,aucun_nom
Belsito,Jamie Marie Zahlaway,,MA06,3,CX,,aucun_nom
Beltran,Estakio,,WA04,2,CX,,aucun_nom
Beltran,Joaquin,,CA42,3,CX,,aucun_nom
Beltran,Mike,,FL14,1,C,,aucun_nom
Belvin,Kenneth Lewis,III,NY16,2,D,,aucun_nom
Belzer,Brian T.,,LA06,1,C,,aucun_nom
Ben-Dov,Naora,,,1,W,,aucun_nom
Ben-Moyal,Karen,,TX14,9,ACD,,aucun_nom
Benac,David T.,II,MI06,2,C,,aucun_nom
Benacquisto,Lizbeth,,FL19,2,AC,,aucun_nom
Benami,Dory,,CA32,1,C,,aucun_nom
Benavides,Tannya,,TX28,1,C,,aucun_nom
Benfield,Erika,,FL07,2,CX,,aucun_nom
Benishek,Dan,,MI01,7,AOPTX,B001271,exact
Benitez-Thompson,Teresa,,NV02,1,C,,aucun_nom
Benjamin,Laura S.,,WI03,2,CW,,aucun_nom
Benjamin,Leon,Sr.,VA04,4,CD,,aucun_nom
Bennett,Adrienne,,ME02,1,C,,aucun_nom
Bennett,Ashley,,NJ02,2,CW,,aucun_nom
Bennett,Candice,,VA11,2,WX,,aucun_nom
Bennett,Christopher Jerman,,CA03,1,C,,aucun_nom
Bennett,Christopher Jerman,,CA06,1,C,,aucun_nom
Bennett,Douglas R.,,IL10,4,ACD,,aucun_nom
Bennett,James McKay,,UT03,1,C,,aucun_nom
Bennett,Jim,,GA03,2,C,,aucun_nom
Bennett,Ken,,AZ01,2,C,,aucun_nom
Bennett,LuAnn,,VA10,2,C,,aucun_nom
Bennett,Luann,,VA10,1,X,,aucun_nom
Bennett,Lynda,,NC11,1,C,,aucun_nom
Bennett,Rebecca,,NJ07,5,ACX,,aucun_nom
Bennett,Robert,,PA18,1,D,,aucun_nom
Bennett-Wolcott,Barbara Louise,,WA05,1,C,,aucun_nom
Benno,Ameer,,NY04,2,CX,,aucun_nom
Bensmihen,Joseph,,FL22,2,CX,,aucun_nom
Benson,Erik,,IN06,1,C,,aucun_nom
Benson,Michael (Mike) Wayne,,MN01,1,W,,aucun_nom
Benson-Staebler,David James,,,1,W,,aucun_nom
Bentivegna,Joe,,CT04,1,W,,aucun_nom
Bentivolio,Kerry,,MI11,1,C,B001280,exact
Bentivolio,Kerry L.,,MI11,1,C,B001280,prefixe
Bentley,Karen W.,,NC13,1,C,,aucun_nom
Bentley,Robert,,CA36,1,D,,aucun_nom
Benton,Steven Douglas,,NC03,1,W,,aucun_nom
Bentz,Cliff,,OR02,19,ACHOPX,B000668,exact
Benzel,Julianne Elizabeth,,CA04,1,C,,aucun_nom
Bequette,David Allan,,IL12,3,ACX,,aucun_nom
Bera,Ami,,CA06,6,OX,B001287,exact
Bera,Ami,,CA07,15,AOX,B001287,exact
Berbrick,Walter,,RI01,1,C,,aucun_nom
Berg,Kaela Jo,,MN02,3,CX,,etat_incoherent
Berg,Matthew Richard,,TX22,1,C,,etat_incoherent
Berge,Emily,,WI03,2,C,,aucun_nom
Berger,Philip Edward,Jr,NC06,1,C,,aucun_nom
Berghoef,Bryan,,MI02,4,CX,,aucun_nom
Bergman,John,,MI01,20,ACHOX,B001301,last_unique
Bergmann,Charlotte,,TN09,7,C,,aucun_nom
Berina,Courtney James,,CA30,2,CD,,aucun_nom
Beriont,Carleigh,,NH01,2,C,,aucun_nom
Berman,Mitchell,,WI01,3,CX,,etat_incoherent
Bernal,Benito,,CA29,1,C,,aucun_nom
Bernal,Benito Benny,,CA29,2,C,,aucun_nom
Bernard,Claston,,LA02,1,C,,aucun_nom
Bernstein,Cathy,,NY10,2,CD,,aucun_nom
Bernstein,Joby,,CA16,3,CWX,,aucun_nom
Berrios,Joceline,,FL04,1,C,,aucun_nom
Berry,Allen D.,,TX18,1,C,,aucun_nom
Berry,Miriam,,,1,W,,aucun_nom
Berry,Miriam,,VT00,2,D,,aucun_nom
Berry,Rodney,,SC07,1,W,,aucun_nom
Berryhill,James,,TX11,1,C,,aucun_nom
Best,Russell,,NV04,1,C,,aucun_nom
Bethel,Lander Louis,Jr.,TX04,2,C,,aucun_nom
Bettis,Shawn Stefan,,FL11,1,C,,aucun_nom
Bettles,Cole,,CA11,1,D,,aucun_nom
Betts,Daniel,,TX21,1,C,,aucun_nom
Betts,Greg,,OH15,1,C,,aucun_nom
Betts,Nicholas,,VA06,2,CD,,aucun_nom
Bevens,Matthew Ryan,,KS02,3,ACW,,aucun_nom
Bew,Richard,,NC03,1,C,,aucun_nom
Bey,Nikolay Nikolayevich,,MN06,1,D,,aucun_nom
Beyer,Donald Sternoff,Jr,VA08,46,AOPX,B001292,prefixe
Beyer,Donald Sternoff,Jr.,VA08,21,ACHOP,B001292,prefixe
Beyer,Donald Sternoff Honorable,Jr,VA08,15,AOPX,B001292,prefixe
Bhalla,Ravi,,NJ08,2,CX,,aucun_nom
Bhandari,Harry,,MD02,1,C,,aucun_nom
Bhatti,Ata-Ul-Salaam,,VA01,2,C,,aucun_nom
Bhuiyan,Mohammad Ali,,GA06,2,CX,,aucun_nom
Biaggi,Alessandra,,NY03,2,CX,,aucun_nom
Bialota,James M.,,SD00,6,ACX,,aucun_nom
Bice,Stephanie,,OK05,20,ACHOPX,B000740,exact
Bickelhaupt,Julie,,IL17,2,CX,,aucun_nom
Bieda,Steven,,MI09,1,X,,aucun_nom
Biesinger,Chris,,UT04,1,C,,aucun_nom
Biggan,John,,TX24,4,CX,,aucun_nom
Biggins,Julia Elizabeth,,VA10,2,C,,aucun_nom
Biggs,Andy,,AZ05,17,ACHOX,B001302,exact
Biggs,Sheri,,SC03,17,ACHPX,B001325,exact
Bignell,Mark,,MI04,1,D,,aucun_nom
Bignell,Mark Ellis,,,1,W,,aucun_nom
Bilirakis,Gus M.,,FL12,38,AOPX,B001257,prefixe
Billand,Michael Alan,,TX02,1,C,,aucun_nom
Billie,Joseph Michael,,PA05,1,D,,aucun_nom
Billie,Joseph Michael,,PA07,1,C,,aucun_nom
Billips,Nathan Euegene,,WI02,1,C,,aucun_nom
Billups,Willie Kailawn,,TX33,1,C,,aucun_nom
Binkley,Ryan,,,1,W,,aucun_nom
Binkley,Ryan,,TX32,2,CX,,aucun_nom
Bircher,Mark William,,FL13,2,C,,aucun_nom
Bird,Rod,Jr.,UT03,2,CX,,aucun_nom
Bird,Shannon Kathleen,,CO08,3,CX,,aucun_nom
Birkenstock,Veronica,,TX26,3,CX,,aucun_nom
Birman,Igor,,CA04,1,C,,aucun_nom
Bish,Christine,,CA06,4,C,,aucun_nom
Bishop,Bob,,NY19,2,C,B001242,last+etat
Bishop,Christopher Andrew,,,1,W,,ambigu
Bishop,Dan Daniel,,NC08,7,OPT,B001311,prefixe
Bishop,Dan Daniel,,NC09,4,OP,B001311,prefixe
Bishop,James Daniel,,NC08,1,X,B001311,last+etat
Bishop,James Daniel,,NC09,3,CX,B001311,last+etat
Bishop,Kevin Daniel,,SC03,1,C,,ambigu
Bishop,Laurie,,MT00,1,C,,ambigu
Bishop,Michael,,,1,W,,ambigu
Bishop,Michael,,SC02,1,C,,ambigu
Bishop,Michael D.,,MI08,12,ACHOTX,B001293,last+etat
Bishop,Rob,,UT01,8,OTX,B001250,exact
Bishop,Sanford D.,Jr.,GA02,18,AOX,B000490,prefixe
Bishop,Timothy H.,,NY01,1,T,B001242,prefixe
Biss,Daniel,,IL09,3,CX,,aucun_nom
Biteman,Dennis Bo Dean,II,WY00,1,C,,aucun_nom
Bius,Walter Benjamin,,TX10,2,CW,,aucun_nom
Bivens,Lydia Noelle,,TN04,1,D,,aucun_nom
Bizon,Kimberly  Ann,,MI10,1,C,,aucun_nom
Bizon,Kimberly Ann,,MI10,1,C,,aucun_nom
Bjelobrk,Matthew D.,,NH02,1,D,,aucun_nom
Bjorkman,Timothy W.,,SD00,2,C,,aucun_nom
Bjorn,Arik,,SC02,2,AC,,aucun_nom
Black,Annie,,NV04,1,C,,etat_incoherent
Black,Colt Morningstar,,MD08,1,X,,etat_incoherent
Black,Diane,,TN06,95,AOPTX,B001273,exact
Black,Dianne Dodson,,MS01,2,AC,,etat_incoherent
Black,Karla,,CA06,1,C,,etat_incoherent
Black,"Richard H ""Dick""",,VA10,1,W,,etat_incoherent
Blackburn,Marsha,,TN07,9,EOX,B001243,exact
Blackburn,Spencer Logan,,CO01,1,D,,etat_incoherent
Blackmon,Anthony,,AL04,2,CD,,aucun_nom
Blackwelder,David,,,1,W,,aucun_nom
Blaha,Dylan Thomas,,IL13,1,C,,aucun_nom
Blair,Beau,,NC06,1,C,,aucun_nom
Blair,Everton,,GA13,3,CX,,aucun_nom
Blair,John,,NM03,3,CX,,aucun_nom
Blair,Nicholas Edward,,AZ09,1,C,,aucun_nom
Blair,Raymond J.,Jr.,,1,W,,aucun_nom
Blair,Raymond J.,Jr.,GA03,1,X,,aucun_nom
Blake,Michael,,NY15,2,C,,aucun_nom
Blake,Michael Alexander,,NY15,2,C,,aucun_nom
Blake,Robert Edward,,,1,W,,aucun_nom
Blake,Robert Edward,,FL01,1,C,,aucun_nom
Blakeman,Bruce,,NY04,2,CX,,aucun_nom
Blalock,Clarence,,GA14,2,C,,aucun_nom
Blalock,Kevin Andrew,,AL05,2,CD,,aucun_nom
Blanch,Robert J.,Jr.,NM03,1,C,,aucun_nom
Blanco,Omar,,FL26,2,CX,,aucun_nom
Bland,Scott,,TX17,1,C,,aucun_nom
Blank,Martin,,MI08,1,C,,aucun_nom
Blankenbeker,Lynne,,NH02,3,C,,aucun_nom
Blankenship,Seth Braden,,NC10,2,CD,,aucun_nom
Blasi,Michael,,NJ04,2,CX,,aucun_nom
Blass,Piotr,,FL21,1,D,,aucun_nom
Blatt,Douglas James Mr,,TX22,1,C,,aucun_nom
Blaxill,Mark,,MN03,1,C,,aucun_nom
Blazakis,Jason,,NJ07,2,AC,,aucun_nom
Bledsoe,Bill,,SC05,1,C,,aucun_nom
Bledsoe,William D.,,SC05,1,C,,aucun_nom
Bledsoe Dvm,William D.,,SC05,1,D,,aucun_nom
Blesdoe Dvm,William D.,,SC05,1,C,,aucun_nom
Blevins,Ryan,,CA10,1,C,,aucun_nom
Blewett,David,,TX32,1,C,,aucun_nom
Bliatout,Bobby,,CA22,3,C,,aucun_nom
Blomquist,Kyle,,MI01,4,CX,,aucun_nom
Blood,Carol,,NE01,2,CX,,aucun_nom
Bloom,Steve,,PA11,1,C,,aucun_nom
Bloom,Steve,,PA13,1,C,,aucun_nom
Bloom,Todd,,WA06,1,C,,aucun_nom
Bloom,Todd Anthony,,WA06,2,CD,,aucun_nom
Blouin,Nate,,UT01,3,AC,,aucun_nom
Blue,Antonio,,NC08,2,CD,,aucun_nom
Blueming,Michael Joesph,Jr.,FL21,4,CDW,,aucun_nom
Blum,Rodney Leland,,IA01,18,ACHOPTX,B001294,prefixe
Blumenauer,Earl,,OR03,147,AOPTX,B000574,exact
Blundo,Leo,,NV04,1,C,,aucun_nom
Blunt Rochester,Lisa,,DE00,27,AEHOPX,B001303,exact
Boafo,Adrian,,MD05,2,AC,,aucun_nom
Boatman,R. J.,,TX36,1,C,,aucun_nom
Boatner,John Burke,Jr.,TN08,2,C,,aucun_nom
Bocanegra,Josh,,CA30,1,C,,aucun_nom
Bocchino,Brandon Reid,,CO05,1,C,,aucun_nom
Bock,Joseph,,IN02,2,AC,,aucun_nom
Boebert,Lauren,,CO03,12,ACHOX,B000825,exact
Boedeker,Darwin,,TX23,1,C,,aucun_nom
Boehner,John A.,,OH08,17,OPT,B000589,prefixe
Boehnke,Matthew,,WA04,2,CX,,aucun_nom
Boerio,Bibiana,,PA14,1,C,,aucun_nom
Boggus,Michael Shane,,GA09,1,D,,aucun_nom
Bogner,Ken,,MT02,1,C,,aucun_nom
Bognet,Jim,,PA08,4,CX,,aucun_nom
Bohan,Patrick,,CO07,3,CX,,aucun_nom
Bohannan,Christina,,IA01,8,CX,,aucun_nom
Bohannan,Christina,,IA02,1,C,,aucun_nom
Bohman,Rachel,,MN01,2,CX,,aucun_nom
Boice,Court Allen,,OR04,1,C,,aucun_nom
Boivin,Bradley Thomas,,WI01,1,C,,aucun_nom
Bolanos Scow,Adam,,CA20,1,C,,aucun_nom
Bolena,Donald Patrick,Jr.,GA06,1,D,,aucun_nom
Boles,Denyc,,OR06,3,CX,,aucun_nom
Bolger,Richard Owen,,VA10,1,W,,aucun_nom
Bolhafner,Susan,,MO01,2,D,,aucun_nom
Bolin,Wesley Seaton,,KY01,1,D,,aucun_nom
Bolinger,Larry Lee Scott,,NE03,2,C,,aucun_nom
Boliver,Gail Eldred,,IA01,1,W,,aucun_nom
Bolz,Kate,,NE01,2,C,,aucun_nom
Bomberger,Jeffrey,,CA25,1,D,,aucun_nom
Bomer,Articia,,MI13,2,D,,aucun_nom
Bonamici,Suzanne,,OR01,26,AOX,B001278,exact
Bonar,Troy,,TX19,1,D,,aucun_nom
Bonck,Jon,,TX02,1,C,,aucun_nom
Bonck,Jon,,TX38,1,C,,aucun_nom
Bond,Michelle,,NY01,2,CX,,aucun_nom
Bond,Tanya Elizabeth,,PA04,1,C,,aucun_nom
Bond,Tiffany,,ME02,1,D,,aucun_nom
Bondar,Paul,,OK04,1,C,,aucun_nom
Bonds,Kristine,,MI11,1,C,,aucun_nom
Bongino,Daniel,,MD06,1,C,,aucun_nom
Bongino,Daniel J.,,FL19,1,C,,aucun_nom
Bonham,Paul,,,1,W,,aucun_nom
Bonham,Paul,,NC12,2,CD,,aucun_nom
Bonilla,Jorge L.,,FL09,1,C,,aucun_nom
Bonneau,Jered Gavin,,WA05,1,D,,aucun_nom
Bonner,Feldon,II,TX18,1,C,,etat_incoherent
Bonner,Jay Alan,,FL20,3,CD,,etat_incoherent
Bonner,Justin,,WI03,2,DW,,etat_incoherent
Bonnett,Erik C.,,PA04,1,C,,aucun_nom
Bonoff,Terri,,MN03,2,AC,,aucun_nom
Boone,Daniel Curtis,,TX21,2,CW,,aucun_nom
Boone,Tanya,,NY21,1,C,,aucun_nom
Boor,Matthew,,WI06,1,D,,aucun_nom
Booras,John,,IL03,1,C,,aucun_nom
Booth,Douglas James,,MI03,3,CX,,aucun_nom
Bordallo,Madeleine Z.,,GU00,5,OT,B001245,prefixe
Borders,Jason D.,,FL09,1,C,,aucun_nom
Bores,Alexander,,NY12,3,CX,,aucun_nom
Borghese,Rene,,NC04,1,C,,aucun_nom
Borom,Melissa,,IN01,1,C,,aucun_nom
Boroughs,Adair Ford,,SC02,2,C,,aucun_nom
Borrelli,Tamborine,,WA10,3,CDX,,aucun_nom
Boser,Susan,,PA09,1,C,,aucun_nom
Bost,Michael,,IL12,17,OX,B001295,last_unique
Bost,Michael J.,,IL12,6,ACHOX,B001295,last_unique
Bostic,Vance,,NY08,1,C,,aucun_nom
Bostow,Diane Evelyn,,MI01,2,CD,,aucun_nom
Botelho,Joanna Lynn Garcia,,CA16,1,C,,aucun_nom
Bottcher,Erik,,NY12,2,WX,,aucun_nom
Bouchard,Jim,,ME01,1,D,,aucun_nom
Bouchard,Michael,,MI10,2,C,,aucun_nom
Boucher,Paul David,,WI08,2,CD,,aucun_nom
Boudreaux,Michael,,CA20,1,C,,aucun_nom
Bouie,John,II,MS02,2,AC,,aucun_nom
Bouma-Sims,Jacob Henry,,AL06,1,D,,aucun_nom
Bourdeaux,Carolyn,,DC00,2,CX,,candidat_etat_incoherent
Bourdeaux,Carolyn,,GA07,11,CHOTX,B001312,exact
Bousbar,Sabrina,,FL13,1,C,,aucun_nom
Boustany,Charles W.,Jr.,LA03,4,AOT,B001255,prefixe
Boville,Bruce Bintliff,,,1,W,,aucun_nom
Boville,Bruce Bintliff,,TX21,1,D,,aucun_nom
Bowden,Craig Richard,,UT01,2,CD,,aucun_nom
Bowen,Carlton E.,,UT02,1,D,,aucun_nom
Bowers,Kerry Dale,,NV03,1,C,,aucun_nom
Bowlby,Judy,,IL15,1,X,,aucun_nom
